interaction_id,contact_id,interaction_date,interaction_type,details
22318,003XX00000q9q2sPo7,2022-09-05,mail_sent,Annual Fund appeal letter
22319,003XX00000q9q2sPo7,2020-02-06,mail_sent,Hedgehog Review print copy
22320,003XX00000q9q2sPo7,2020-04-05,meeting,Major gift conversation – preliminary
22321,003XX00000q9q2sPo7,2020-12-29,phone_call,
22322,003XX00000q9q2sPo7,2020-11-16,mail_sent,Planned giving brochure
22323,003XX00000q9q2sPo7,2025-01-30,phone_call,
22324,003XX00000q9q2sPo7,2024-03-19,email_click,Clicked donate button
22325,003XX00000q9q2sPo7,2020-07-23,email_open,Year-End Appeal 2023
22326,003XX00000wZbzazsx,2025-07-16,meeting,Stewardship call – discussed giving impact
22327,003XX00000wZbzazsx,2021-05-30,email_click,Clicked donate button
22328,003XX00000wZbzazsx,2023-04-08,email_open,Annual event invitation
22329,003XX00000wZbzazsx,2024-03-10,meeting,Phone meeting rescheduled
22330,003XX00000n9xS0FS8,2024-09-28,event_attended,Book Launch event
22331,003XX00000n9xS0FS8,2024-04-01,phone_call,
22332,003XX00000n9xS0FS8,2021-07-19,mail_sent,Holiday card
22333,003XX00000n9xS0FS8,2025-10-04,event_attended,Book Launch event
22334,003XX00000L6wE67xy,2020-11-01,phone_call,Follow-up on lapsed donor reengagement
22335,003XX00000QIjJjNka,2022-01-26,meeting,Phone meeting rescheduled
22336,003XX00000QIjJjNka,2021-02-10,meeting,Cultivation lunch
22337,003XX00000QIjJjNka,2021-03-30,email_open,Journal issue announcement
22338,003XX00000L60KmfP2,2020-03-04,meeting,Introductory meeting with development director
22339,003XX00000L60KmfP2,2021-12-02,email_open,Journal issue announcement
22340,003XX00000L60KmfP2,2024-03-07,event_attended,Spring Gala 2022
22341,003XX00000L60KmfP2,2022-08-02,mail_sent,Annual Fund appeal letter
22342,003XX00000L60KmfP2,2026-01-10,meeting,Introductory meeting with development director
22343,003XX00000L60KmfP2,2026-02-19,email_click,Clicked event registration link
22344,003XX000005U3d4ATv,2024-04-04,email_click,Clicked event registration link
22345,003XX000005U3d4ATv,2024-08-14,mail_sent,Hedgehog Review print copy
22346,003XX000005U3d4ATv,2023-02-18,mail_sent,Planned giving brochure
22347,003XX000005U3d4ATv,2024-07-06,email_click,Clicked journal article link
22348,003XX000005U3d4ATv,2025-11-04,phone_call,
22349,003XX000005U3d4ATv,2024-11-18,mail_sent,Planned giving brochure
22350,003XX00000hxmh5V9r,2023-03-18,event_attended,Book Launch event
22351,003XX00000hxmh5V9r,2022-04-01,phone_call,Follow-up on lapsed donor reengagement
22352,003XX00000hxmh5V9r,2020-12-06,meeting,Stewardship call – discussed giving impact
22353,003XX00000hxmh5V9r,2023-08-30,email_click,
22354,003XX00000hxmh5V9r,2024-11-12,email_click,Clicked donate button
22355,003XX00000hxmh5V9r,2023-10-07,meeting,Major gift conversation – preliminary
22356,003XX00000hxmh5V9r,2025-03-09,mail_sent,Stewardship impact report
22357,003XX00000hxmh5V9r,2024-08-04,phone_call,Thank-you call after Year-End gift
22358,003XX00000hxmh5V9r,2025-01-13,phone_call,Left voicemail
22359,003XX00000hxmh5V9r,2023-06-06,email_click,
22360,003XX00000hxmh5V9r,2025-02-21,meeting,Introductory meeting with development director
22361,003XX00000hxmh5V9r,2023-06-24,meeting,Stewardship call – discussed giving impact
22362,003XX00000hxmh5V9r,2020-04-16,email_click,Clicked journal article link
22363,003XX00000hxmh5V9r,2025-03-24,phone_call,Thank-you call after Year-End gift
22364,003XX00000hxmh5V9r,2020-10-24,email_click,
22365,003XX00000hxmh5V9r,2021-10-17,event_attended,Homecoming Reception 2023
22366,003XX00000hxmh5V9r,2020-08-22,event_attended,Virtual Symposium on Culture & Democracy
22367,003XX000009u5JCECs,2024-10-01,email_click,
22368,003XX00000ZFiRwJJK,2024-10-15,email_click,
22369,003XX00000ZFiRwJJK,2023-08-01,phone_call,Outreach about Planned Giving Society
22370,003XX00000ZFiRwJJK,2020-11-01,email_click,
22371,003XX00000ZFiRwJJK,2020-03-26,meeting,Major gift conversation – preliminary
22372,003XX00000ZFiRwJJK,2024-03-25,phone_call,Outreach about Planned Giving Society
22373,003XX00000lzDfm5FW,2023-04-27,email_open,Spring fundraising newsletter
22374,003XX00000lzDfm5FW,2022-09-15,phone_call,Follow-up on lapsed donor reengagement
22375,003XX00000lzDfm5FW,2021-11-12,event_attended,Spring Gala 2022
22376,003XX00000lzDfm5FW,2025-04-10,mail_sent,Annual Fund appeal letter
22377,003XX00000lzDfm5FW,2023-07-13,event_attended,Virtual Symposium on Culture & Democracy
22378,003XX00000lzDfm5FW,2024-06-21,email_click,Clicked event registration link
22379,003XX00000lzDfm5FW,2021-12-07,event_attended,Homecoming Reception 2023
22380,003XX00000A05fscLD,2020-03-13,phone_call,
22381,003XX00000A05fscLD,2023-12-17,meeting,Cultivation lunch
22382,003XX00000A05fscLD,2021-05-28,email_open,
22383,003XX00000A05fscLD,2021-01-18,mail_sent,Hedgehog Review print copy
22384,003XX00000S7xP6NSa,2020-09-09,meeting,Cultivation lunch
22385,003XX00000S7xP6NSa,2020-02-09,meeting,Introductory meeting with development director
22386,003XX00000S7xP6NSa,2022-10-13,email_click,Clicked journal article link
22387,003XX00000VoegNoQi,2023-05-10,meeting,Introductory meeting with development director
22388,003XX000008WtyqnS8,2024-05-13,event_attended,Book Launch event
22389,003XX00000AWpkVa90,2020-08-10,meeting,Phone meeting rescheduled
22390,003XX00000AWpkVa90,2026-02-24,phone_call,Outreach about Planned Giving Society
22391,003XX00000AWpkVa90,2022-08-13,email_click,Clicked journal article link
22392,003XX00000AWpkVa90,2023-02-04,email_click,Clicked journal article link
22393,003XX00000xSOpEnTQ,2021-06-30,meeting,Major gift conversation – preliminary
22394,003XX00000xSOpEnTQ,2023-01-20,phone_call,Thank-you call after Year-End gift
22395,003XX00000xSOpEnTQ,2024-03-23,email_open,
22396,003XX00000xSOpEnTQ,2021-11-09,phone_call,Left voicemail
22397,003XX00000xSOpEnTQ,2025-12-22,phone_call,Outreach about Planned Giving Society
22398,003XX00000xSOpEnTQ,2022-04-24,email_click,Clicked donate button
22399,003XX00000xSOpEnTQ,2025-07-06,email_click,Clicked journal article link
22400,003XX00000xSOpEnTQ,2021-06-12,email_click,
22401,003XX00000xSOpEnTQ,2024-02-10,email_open,Annual event invitation
22402,003XX00000xSOpEnTQ,2022-11-20,event_attended,Book Launch event
22403,003XX00000RRIv2EBP,2020-12-16,phone_call,Outreach about Planned Giving Society
22404,003XX00000RRIv2EBP,2025-01-02,phone_call,Left voicemail
22405,003XX000002xNp8QyZ,2025-02-14,event_attended,Spring Gala 2022
22406,003XX00000IHLDPQqm,2021-01-28,event_attended,Book Launch event
22407,003XX00000IHLDPQqm,2024-04-28,email_open,Annual event invitation
22408,003XX00000IHLDPQqm,2024-06-19,meeting,Phone meeting rescheduled
22409,003XX00000IHLDPQqm,2024-01-29,event_attended,Book Launch event
22410,003XX00000IHLDPQqm,2021-02-26,event_attended,Virtual Symposium on Culture & Democracy
22411,003XX00000IHLDPQqm,2024-11-11,event_attended,Book Launch event
22412,003XX00000IHLDPQqm,2024-05-03,email_open,Spring fundraising newsletter
22413,003XX00000IHLDPQqm,2023-08-22,meeting,Major gift conversation – preliminary
22414,003XX00000IHLDPQqm,2025-02-03,phone_call,Outreach about Planned Giving Society
22415,003XX00000IHLDPQqm,2023-08-08,meeting,Introductory meeting with development director
22416,003XX00000IHLDPQqm,2022-09-18,meeting,Stewardship call – discussed giving impact
22417,003XX00000IHLDPQqm,2022-02-26,phone_call,
22418,003XX00000IHLDPQqm,2024-04-23,mail_sent,Stewardship impact report
22419,003XX00000IHLDPQqm,2022-04-16,email_open,Spring fundraising newsletter
22420,003XX00000IHLDPQqm,2024-12-26,meeting,Stewardship call – discussed giving impact
22421,003XX00000WZ71v3N3,2020-03-09,mail_sent,Hedgehog Review print copy
22422,003XX00000WZ71v3N3,2021-01-18,email_open,Annual Fund thank-you
22423,003XX00000WZ71v3N3,2023-07-14,email_click,Clicked donate button
22424,003XX00000WZ71v3N3,2026-02-25,email_click,Clicked event registration link
22425,003XX00000WZ71v3N3,2022-03-01,phone_call,Outreach about Planned Giving Society
22426,003XX00000WZ71v3N3,2022-08-26,event_attended,Homecoming Reception 2023
22427,003XX00000WZ71v3N3,2024-04-05,phone_call,Follow-up on lapsed donor reengagement
22428,003XX00000WZ71v3N3,2022-11-28,email_open,Spring fundraising newsletter
22429,003XX000001KEn2PBz,2021-12-09,email_click,Clicked donate button
22430,003XX000001KEn2PBz,2025-08-16,meeting,Phone meeting rescheduled
22431,003XX00000Z8fzKDqQ,2021-11-14,email_click,Clicked event registration link
22432,003XX00000Z8fzKDqQ,2024-02-03,event_attended,Book Launch event
22433,003XX00000tYm7gOXS,2025-12-30,phone_call,Outreach about Planned Giving Society
22434,003XX00000tYm7gOXS,2022-08-07,email_open,Annual Fund thank-you
22435,003XX00000tYm7gOXS,2024-01-27,phone_call,Left voicemail
22436,003XX00000tYm7gOXS,2025-03-01,mail_sent,Hedgehog Review print copy
22437,003XX00000tYm7gOXS,2021-01-26,email_click,Clicked donate button
22438,003XX00000tYm7gOXS,2024-12-20,mail_sent,Planned giving brochure
22439,003XX00000tYm7gOXS,2020-12-28,mail_sent,Annual Fund appeal letter
22440,003XX00000tYm7gOXS,2023-01-28,event_attended,Spring Gala 2022
22441,003XX00000tYm7gOXS,2020-10-24,event_attended,Homecoming Reception 2023
22442,003XX000000OoekPxf,2023-08-12,event_attended,Book Launch event
22443,003XX000000OoekPxf,2022-11-10,event_attended,Spring Gala 2022
22444,003XX000000OoekPxf,2020-09-17,email_click,Clicked event registration link
22445,003XX000000OoekPxf,2024-02-21,phone_call,Outreach about Planned Giving Society
22446,003XX00000HyHhC4js,2023-12-02,phone_call,Follow-up on lapsed donor reengagement
22447,003XX00000HyHhC4js,2022-12-22,event_attended,Virtual Symposium on Culture & Democracy
22448,003XX00000crVIS0IS,2020-05-09,mail_sent,Holiday card
22449,003XX00000crVIS0IS,2021-02-16,email_open,Year-End Appeal 2023
22450,003XX00000crVIS0IS,2023-01-01,meeting,Stewardship call – discussed giving impact
22451,003XX00000crVIS0IS,2025-01-17,event_attended,Homecoming Reception 2023
22452,003XX00000crVIS0IS,2022-01-01,event_attended,Spring Gala 2023
22453,003XX00000crVIS0IS,2022-11-10,meeting,Introductory meeting with development director
22454,003XX00000crVIS0IS,2021-11-18,email_open,
22455,003XX00000crVIS0IS,2023-04-03,email_open,Annual event invitation
22456,003XX00000crVIS0IS,2022-03-30,phone_call,Outreach about Planned Giving Society
22457,003XX00000CAXXogio,2025-07-03,meeting,Introductory meeting with development director
22458,003XX00000CAXXogio,2026-02-11,email_open,Annual event invitation
22459,003XX00000CAXXogio,2021-06-09,phone_call,Left voicemail
22460,003XX00000CAXXogio,2025-06-21,phone_call,Outreach about Planned Giving Society
22461,003XX00000r8FWD1OD,2023-04-15,email_open,Journal issue announcement
22462,003XX00000Tar0FMKm,2025-09-21,phone_call,
22463,003XX00000HatVZnoR,2020-06-22,email_click,Clicked journal article link
22464,003XX00000HatVZnoR,2020-06-23,mail_sent,Planned giving brochure
22465,003XX00000HatVZnoR,2024-01-17,email_click,Clicked journal article link
22466,003XX00000zuvebjHt,2020-06-06,meeting,Phone meeting rescheduled
22467,003XX00000zuvebjHt,2021-05-23,mail_sent,Annual Fund appeal letter
22468,003XX00000wlwoq8uZ,2020-12-05,event_attended,Spring Gala 2023
22469,003XX00000DuU1RjpO,2024-07-24,email_click,
22470,003XX00000DuU1RjpO,2024-02-03,email_open,Annual event invitation
22471,003XX00000DuU1RjpO,2023-06-27,email_click,Clicked donate button
22472,003XX00000DuU1RjpO,2024-06-17,email_open,Year-End Appeal 2023
22473,003XX00000DuU1RjpO,2023-10-05,email_click,Clicked journal article link
22474,003XX000005WILmtOE,2022-07-31,email_open,
22475,003XX000005WILmtOE,2020-03-21,phone_call,Follow-up on lapsed donor reengagement
22476,003XX000005WILmtOE,2022-12-14,phone_call,Left voicemail
22477,003XX000005WILmtOE,2023-02-18,phone_call,Outreach about Planned Giving Society
22478,003XX00000sCZFFGHH,2022-03-06,phone_call,Left voicemail
22479,003XX00000sCZFFGHH,2023-04-18,meeting,Cultivation lunch
22480,003XX00000sCZFFGHH,2024-01-13,email_click,Clicked donate button
22481,003XX00000sCZFFGHH,2023-01-16,email_open,Annual event invitation
22482,003XX00000sCZFFGHH,2022-10-31,phone_call,Thank-you call after Year-End gift
22483,003XX00000sCZFFGHH,2023-06-07,email_open,Journal issue announcement
22484,003XX00000sCZFFGHH,2021-04-18,event_attended,Virtual Symposium on Culture & Democracy
22485,003XX00000c4OVgMZR,2023-10-21,meeting,Stewardship call – discussed giving impact
22486,003XX00000c4OVgMZR,2023-08-20,mail_sent,Planned giving brochure
22487,003XX00000c4OVgMZR,2022-09-10,event_attended,Book Launch event
22488,003XX00000c4OVgMZR,2023-05-02,mail_sent,Planned giving brochure
22489,003XX00000xv4KLEoL,2021-08-31,email_click,Clicked journal article link
22490,003XX00000xv4KLEoL,2024-11-23,event_attended,Virtual Symposium on Culture & Democracy
22491,003XX00000xv4KLEoL,2024-03-31,event_attended,Homecoming Reception 2023
22492,003XX00000uGCyqiOS,2023-05-10,mail_sent,Holiday card
22493,003XX00000uGCyqiOS,2025-04-16,email_click,Clicked event registration link
22494,003XX00000SdoJEIdE,2022-01-26,mail_sent,Holiday card
22495,003XX00000SdoJEIdE,2025-01-10,event_attended,Virtual Symposium on Culture & Democracy
22496,003XX00000SdoJEIdE,2023-12-01,phone_call,Thank-you call after Year-End gift
22497,003XX00000SdoJEIdE,2023-02-27,meeting,Stewardship call – discussed giving impact
22498,003XX00000SdoJEIdE,2023-03-11,meeting,Stewardship call – discussed giving impact
22499,003XX00000SdoJEIdE,2020-07-01,email_click,Clicked donate button
22500,003XX00000SdoJEIdE,2023-09-24,meeting,Cultivation lunch
22501,003XX00000SdoJEIdE,2023-10-06,meeting,Major gift conversation – preliminary
22502,003XX00000SdoJEIdE,2021-12-03,meeting,Stewardship call – discussed giving impact
22503,003XX00000SdoJEIdE,2025-02-25,phone_call,Outreach about Planned Giving Society
22504,003XX00000SdoJEIdE,2022-11-18,email_click,Clicked journal article link
22505,003XX00000gY3pjymE,2024-04-20,meeting,Introductory meeting with development director
22506,003XX00000gY3pjymE,2022-04-05,event_attended,Spring Gala 2022
22507,003XX00000gY3pjymE,2020-03-09,phone_call,Follow-up on lapsed donor reengagement
22508,003XX00000gY3pjymE,2024-11-02,event_attended,Spring Gala 2023
22509,003XX00000gY3pjymE,2025-12-11,email_click,Clicked event registration link
22510,003XX00000gY3pjymE,2024-11-05,mail_sent,Holiday card
22511,003XX00000gY3pjymE,2020-12-12,mail_sent,Annual Fund appeal letter
22512,003XX00000gY3pjymE,2025-09-03,phone_call,Follow-up on lapsed donor reengagement
22513,003XX000001nr2sAeE,2024-11-07,email_open,Journal issue announcement
22514,003XX000001nr2sAeE,2022-08-29,mail_sent,Stewardship impact report
22515,003XX000001nr2sAeE,2024-01-28,email_open,Journal issue announcement
22516,003XX00000A1ryInxk,2023-04-22,event_attended,Book Launch event
22517,003XX00000A1ryInxk,2021-02-03,mail_sent,Holiday card
22518,003XX00000A1ryInxk,2025-04-27,mail_sent,Stewardship impact report
22519,003XX00000A1ryInxk,2025-01-14,email_click,Clicked event registration link
22520,003XX00000A1ryInxk,2020-10-09,event_attended,Book Launch event
22521,003XX00000A1ryInxk,2024-08-20,mail_sent,Annual Fund appeal letter
22522,003XX00000A1ryInxk,2025-04-29,event_attended,Homecoming Reception 2023
22523,003XX00000A1ryInxk,2022-04-04,event_attended,Spring Gala 2022
22524,003XX00000A1ryInxk,2024-03-29,email_click,Clicked journal article link
22525,003XX00000A1ryInxk,2020-05-12,meeting,Cultivation lunch
22526,003XX00000A1ryInxk,2022-01-06,email_click,Clicked journal article link
22527,003XX00000A1ryInxk,2025-08-05,email_open,Annual Fund thank-you
22528,003XX00000A1ryInxk,2024-11-08,email_open,
22529,003XX00000A1ryInxk,2024-01-15,mail_sent,Planned giving brochure
22530,003XX00000G616TrX1,2024-09-01,event_attended,Spring Gala 2022
22531,003XX00000G616TrX1,2022-03-04,event_attended,Spring Gala 2022
22532,003XX00000G616TrX1,2026-01-01,meeting,Introductory meeting with development director
22533,003XX00000G616TrX1,2022-02-22,phone_call,Follow-up on lapsed donor reengagement
22534,003XX00000HNaNlPTb,2023-10-13,email_click,
22535,003XX00000HNaNlPTb,2021-05-03,phone_call,Thank-you call after Year-End gift
22536,003XX00000HNaNlPTb,2020-05-24,mail_sent,Planned giving brochure
22537,003XX00000HNaNlPTb,2020-07-13,mail_sent,Stewardship impact report
22538,003XX00000HNaNlPTb,2024-03-24,email_click,Clicked donate button
22539,003XX00000gOA7d0f8,2025-04-20,phone_call,Outreach about Planned Giving Society
22540,003XX00000gOA7d0f8,2023-02-04,event_attended,Spring Gala 2022
22541,003XX00000gOA7d0f8,2024-10-04,meeting,Introductory meeting with development director
22542,003XX00000gOA7d0f8,2020-07-21,event_attended,Spring Gala 2022
22543,003XX00000gOA7d0f8,2020-04-05,phone_call,
22544,003XX00000gOA7d0f8,2020-04-29,email_open,Spring fundraising newsletter
22545,003XX00000gOA7d0f8,2025-03-13,mail_sent,Hedgehog Review print copy
22546,003XX00000kiVpq2JD,2022-05-07,meeting,Introductory meeting with development director
22547,003XX00000kiVpq2JD,2022-05-04,event_attended,Spring Gala 2023
22548,003XX00000kiVpq2JD,2020-07-05,email_click,
22549,003XX00000kiVpq2JD,2020-10-24,mail_sent,Hedgehog Review print copy
22550,003XX00000kiVpq2JD,2020-06-27,meeting,Major gift conversation – preliminary
22551,003XX00000kiVpq2JD,2021-01-13,email_open,
22552,003XX00000kiVpq2JD,2025-01-29,email_click,Clicked donate button
22553,003XX00000kiVpq2JD,2022-01-21,meeting,Introductory meeting with development director
22554,003XX00000pxtVNuLp,2023-12-08,mail_sent,Holiday card
22555,003XX00000pxtVNuLp,2024-01-21,event_attended,Spring Gala 2023
22556,003XX00000pxtVNuLp,2021-04-16,phone_call,Follow-up on lapsed donor reengagement
22557,003XX00000pxtVNuLp,2021-12-31,email_open,Year-End Appeal 2023
22558,003XX00000pxtVNuLp,2025-02-18,email_click,
22559,003XX00000pxtVNuLp,2020-09-24,email_click,Clicked journal article link
22560,003XX00000P5XkPlWp,2023-04-30,email_click,
22561,003XX00000P5XkPlWp,2021-09-02,meeting,Major gift conversation – preliminary
22562,003XX00000P5XkPlWp,2025-07-15,event_attended,Spring Gala 2022
22563,003XX00000I0PoHirj,2022-03-03,mail_sent,Hedgehog Review print copy
22564,003XX00000tVSaOmXc,2025-09-28,event_attended,Spring Gala 2022
22565,003XX00000tVSaOmXc,2022-07-28,event_attended,Virtual Symposium on Culture & Democracy
22566,003XX00000tVSaOmXc,2022-08-03,phone_call,Follow-up on lapsed donor reengagement
22567,003XX00000tVSaOmXc,2024-01-20,event_attended,Spring Gala 2023
22568,003XX00000pSK3jBsR,2022-01-23,event_attended,Book Launch event
22569,003XX00000pSK3jBsR,2024-07-09,email_open,Annual event invitation
22570,003XX000007E2rb3YE,2021-08-21,email_click,Clicked donate button
22571,003XX000007E2rb3YE,2025-01-02,phone_call,Outreach about Planned Giving Society
22572,003XX00000qUW3DxEc,2020-12-02,email_click,Clicked journal article link
22573,003XX00000XlGIJhDy,2021-01-21,email_open,
22574,003XX00000ZPVxboE6,2023-02-04,phone_call,Follow-up on lapsed donor reengagement
22575,003XX00000ZPVxboE6,2024-05-17,event_attended,Homecoming Reception 2023
22576,003XX00000ZPVxboE6,2020-10-19,email_open,Annual Fund thank-you
22577,003XX00000ZPVxboE6,2021-12-05,mail_sent,Annual Fund appeal letter
22578,003XX00000ZPVxboE6,2020-09-28,email_click,Clicked event registration link
22579,003XX00000ZPVxboE6,2022-05-16,event_attended,Book Launch event
22580,003XX00000ZPVxboE6,2023-06-09,event_attended,Virtual Symposium on Culture & Democracy
22581,003XX000008iPtzljh,2021-05-04,email_open,Spring fundraising newsletter
22582,003XX000008iPtzljh,2025-07-23,email_click,Clicked donate button
22583,003XX000008iPtzljh,2021-11-24,mail_sent,Holiday card
22584,003XX000008iPtzljh,2023-04-16,phone_call,Follow-up on lapsed donor reengagement
22585,003XX000008iPtzljh,2024-03-14,email_click,
22586,003XX000008iPtzljh,2024-06-25,email_open,Annual event invitation
22587,003XX000004jjRLr9O,2025-01-21,email_open,Journal issue announcement
22588,003XX000004jjRLr9O,2024-05-22,email_open,Journal issue announcement
22589,003XX000004jjRLr9O,2024-08-04,mail_sent,Hedgehog Review print copy
22590,003XX00000yWM3m9F4,2021-10-07,meeting,Cultivation lunch
22591,003XX00000yWM3m9F4,2025-03-24,mail_sent,Planned giving brochure
22592,003XX00000yWM3m9F4,2021-09-06,meeting,Phone meeting rescheduled
22593,003XX00000yWM3m9F4,2020-10-10,event_attended,Virtual Symposium on Culture & Democracy
22594,003XX00000yWM3m9F4,2025-08-15,mail_sent,Hedgehog Review print copy
22595,003XX00000yWM3m9F4,2023-07-27,email_open,
22596,003XX00000yWM3m9F4,2025-05-03,mail_sent,Stewardship impact report
22597,003XX00000yWM3m9F4,2023-12-04,mail_sent,Holiday card
22598,003XX00000yWM3m9F4,2021-11-12,phone_call,Outreach about Planned Giving Society
22599,003XX00000yWM3m9F4,2020-08-16,event_attended,Spring Gala 2023
22600,003XX00000YqIMz7hl,2025-11-05,email_open,Year-End Appeal 2023
22601,003XX00000YqIMz7hl,2025-11-30,phone_call,Follow-up on lapsed donor reengagement
22602,003XX00000YqIMz7hl,2022-09-22,phone_call,Outreach about Planned Giving Society
22603,003XX00000YqIMz7hl,2025-08-22,event_attended,Virtual Symposium on Culture & Democracy
22604,003XX00000YqIMz7hl,2024-05-16,mail_sent,Holiday card
22605,003XX00000fYdKyJro,2024-01-02,mail_sent,Stewardship impact report
22606,003XX00000YExLglJf,2022-08-21,email_click,Clicked event registration link
22607,003XX00000YExLglJf,2021-11-19,email_click,Clicked donate button
22608,003XX00000YExLglJf,2024-09-10,mail_sent,Stewardship impact report
22609,003XX00000YExLglJf,2024-03-22,email_open,Journal issue announcement
22610,003XX00000YExLglJf,2026-02-01,mail_sent,Holiday card
22611,003XX00000YExLglJf,2023-09-27,phone_call,Thank-you call after Year-End gift
22612,003XX00000AuaCc66V,2020-03-21,email_open,Spring fundraising newsletter
22613,003XX00000AuaCc66V,2026-02-07,email_click,Clicked event registration link
22614,003XX00000AuaCc66V,2026-01-07,email_open,Annual event invitation
22615,003XX00000AuaCc66V,2024-08-06,email_open,Year-End Appeal 2023
22616,003XX00000AuaCc66V,2022-05-07,email_open,Annual event invitation
22617,003XX00000AuaCc66V,2024-11-07,mail_sent,Annual Fund appeal letter
22618,003XX00000AuaCc66V,2023-06-27,email_open,Spring fundraising newsletter
22619,003XX00000AuaCc66V,2025-09-10,phone_call,Thank-you call after Year-End gift
22620,003XX00000AuaCc66V,2024-06-27,event_attended,Spring Gala 2023
22621,003XX00000s7VStMU4,2023-05-03,mail_sent,Holiday card
22622,003XX00000s7VStMU4,2025-11-28,event_attended,Virtual Symposium on Culture & Democracy
22623,003XX000009XVvbMox,2022-05-03,event_attended,Book Launch event
22624,003XX000009XVvbMox,2021-11-22,mail_sent,Hedgehog Review print copy
22625,003XX000009XVvbMox,2020-03-15,mail_sent,Holiday card
22626,003XX000009XVvbMox,2022-09-07,meeting,Major gift conversation – preliminary
22627,003XX000009XVvbMox,2021-03-01,phone_call,Left voicemail
22628,003XX000009XVvbMox,2025-03-28,meeting,Phone meeting rescheduled
22629,003XX000009XVvbMox,2024-10-27,mail_sent,Stewardship impact report
22630,003XX000009XVvbMox,2020-02-23,mail_sent,Annual Fund appeal letter
22631,003XX000009XVvbMox,2025-07-23,mail_sent,Hedgehog Review print copy
22632,003XX000009XVvbMox,2021-02-15,meeting,Introductory meeting with development director
22633,003XX000009XVvbMox,2024-11-08,email_click,Clicked donate button
22634,003XX000009XVvbMox,2024-07-09,event_attended,Spring Gala 2023
22635,003XX000009XVvbMox,2024-02-05,email_open,Journal issue announcement
22636,003XX000009XVvbMox,2022-01-29,event_attended,Virtual Symposium on Culture & Democracy
22637,003XX000009XVvbMox,2024-06-24,email_click,Clicked journal article link
22638,003XX000009XVvbMox,2020-09-26,mail_sent,Annual Fund appeal letter
22639,003XX00000HD1Zd0xf,2025-12-17,email_click,
22640,003XX00000HD1Zd0xf,2024-02-09,phone_call,Left voicemail
22641,003XX00000WOlZddtS,2022-02-05,email_open,Journal issue announcement
22642,003XX00000WOlZddtS,2023-09-05,meeting,Introductory meeting with development director
22643,003XX00000WOlZddtS,2021-12-15,email_open,Journal issue announcement
22644,003XX000001uuc1nfN,2022-03-13,email_click,Clicked donate button
22645,003XX000001uuc1nfN,2020-07-25,mail_sent,Annual Fund appeal letter
22646,003XX000001uuc1nfN,2025-11-06,phone_call,Follow-up on lapsed donor reengagement
22647,003XX000001uuc1nfN,2025-06-01,event_attended,Book Launch event
22648,003XX000001uuc1nfN,2020-03-13,mail_sent,Holiday card
22649,003XX000008ZU8YcHq,2025-07-25,mail_sent,Hedgehog Review print copy
22650,003XX000008ZU8YcHq,2022-04-04,mail_sent,Hedgehog Review print copy
22651,003XX000008ZU8YcHq,2021-08-06,email_open,Annual event invitation
22652,003XX000008ZU8YcHq,2025-03-03,email_open,Year-End Appeal 2023
22653,003XX000008ZU8YcHq,2024-04-14,meeting,Cultivation lunch
22654,003XX000008ZU8YcHq,2023-07-20,email_click,Clicked event registration link
22655,003XX00000vnpR8WXD,2023-02-19,email_open,Annual event invitation
22656,003XX00000vnpR8WXD,2021-03-10,event_attended,Spring Gala 2023
22657,003XX00000vnpR8WXD,2023-02-11,mail_sent,Hedgehog Review print copy
22658,003XX00000vnpR8WXD,2020-03-20,mail_sent,Annual Fund appeal letter
22659,003XX00000vnpR8WXD,2021-05-12,email_open,Annual event invitation
22660,003XX00000aZZEjmw4,2021-11-22,email_click,
22661,003XX00000g0gnIQ0H,2020-10-18,email_open,Journal issue announcement
22662,003XX00000g0gnIQ0H,2024-12-16,mail_sent,Holiday card
22663,003XX00000zeaQ0g2K,2021-06-25,email_open,Spring fundraising newsletter
22664,003XX00000zeaQ0g2K,2024-03-08,email_click,Clicked donate button
22665,003XX00000zeaQ0g2K,2025-12-11,event_attended,Homecoming Reception 2023
22666,003XX00000zeaQ0g2K,2023-06-04,event_attended,Spring Gala 2022
22667,003XX00000zeaQ0g2K,2023-09-09,mail_sent,Holiday card
22668,003XX00000zeaQ0g2K,2024-07-30,event_attended,Spring Gala 2022
22669,003XX00000zeaQ0g2K,2024-02-19,email_click,Clicked donate button
22670,003XX00000zeaQ0g2K,2024-08-12,meeting,Major gift conversation – preliminary
22671,003XX00000zeaQ0g2K,2023-08-30,email_click,Clicked donate button
22672,003XX00000zeaQ0g2K,2022-08-22,mail_sent,Stewardship impact report
22673,003XX00000zeaQ0g2K,2025-05-22,email_click,Clicked event registration link
22674,003XX00000n9I5kkFY,2020-11-09,email_click,Clicked event registration link
22675,003XX00000n9I5kkFY,2023-07-17,mail_sent,Hedgehog Review print copy
22676,003XX00000n9I5kkFY,2025-08-02,phone_call,Left voicemail
22677,003XX00000n9I5kkFY,2022-07-30,mail_sent,Hedgehog Review print copy
22678,003XX00000n9I5kkFY,2021-05-06,email_open,Spring fundraising newsletter
22679,003XX000006BtDPOas,2023-10-15,phone_call,Follow-up on lapsed donor reengagement
22680,003XX000006BtDPOas,2022-03-15,email_open,Spring fundraising newsletter
22681,003XX000006BtDPOas,2021-04-15,email_open,Annual Fund thank-you
22682,003XX000000xIh6zUC,2020-02-09,phone_call,Left voicemail
