gift_id,contact_id,gift_date,amount,gift_type,campaign
6790,003XX00000EOWtS1KE,2022-12-08,25,recurring,Annual Fund 2023
6791,003XX00000BDpZ5nMj,2024-10-03,20.0,event,Spring Appeal 2023
6792,003XX00000BDpZ5nMj,2024-10-09,20.0,recurring,Year-End Appeal 2024
6793,003XX00000BDpZ5nMj,2024-10-18,20.0,one_time,Major Gift Initiative 2022
6794,003XX00000VDGJ3Fzn,2021-04-05,20.0,one_time,Spring Gala 2023
6795,003XX00000VDGJ3Fzn,2021-05-13,20.0,one_time,Spring Appeal 2022
6796,003XX00000VDGJ3Fzn,2021-05-13,20.0,event,Year-End Appeal 2024
6797,003XX00000VDGJ3Fzn,2021-05-13,20.0,one_time,Annual Fund 2022
6798,003XX000002He09EQe,2020-07-02,50,one_time,Major Gift Initiative 2022
6799,003XX00000QC30c15x,2025-08-16,50,one_time,
6800,003XX00000mXB5nUlY,2016-12-16,350,one_time,Spring Appeal 2024
6801,003XX00000cSNcCGSk,2015-12-25,20.0,recurring,Year-End Appeal 2021
6802,003XX00000cSNcCGSk,2017-11-03,20.0,recurring,Planned Giving Society
6803,003XX00000cSNcCGSk,2018-11-27,20.0,one_time,
6804,003XX00000cSNcCGSk,2018-12-14,20.0,one_time,Spring Appeal 2024
6805,003XX00000cSNcCGSk,2021-09-26,20.0,one_time,Spring Appeal 2023
6806,003XX00000RUbZ3qlz,2016-12-02,20.0,recurring,Annual Fund 2022
6807,003XX00000RUbZ3qlz,2017-06-07,20.0,one_time,Annual Fund 2022
6808,003XX00000RUbZ3qlz,2020-10-17,20.0,recurring,
6809,003XX00000RUbZ3qlz,2020-11-09,20.0,one_time,Spring Appeal 2023
6810,003XX00000RUbZ3qlz,2021-05-10,20.0,recurring,
6811,003XX00000hk9YGHRK,2022-09-12,20.0,one_time,Major Gift Initiative 2022
6812,003XX00000hk9YGHRK,2022-11-10,25,event,Annual Fund 2021
6813,003XX00000hk9YGHRK,2022-12-01,20.0,recurring,
6814,003XX00000Cx2PWAVz,2014-01-25,20.0,one_time,
6815,003XX00000Cx2PWAVz,2016-10-04,20.0,event,Planned Giving Society
6816,003XX00000Cx2PWAVz,2016-12-14,20.0,recurring,Planned Giving Society
6817,003XX000000Nj9v1hI,2026-02-21,20.0,recurring,Spring Gala 2023
6818,003XX000000Nj9v1hI,2026-02-21,20.0,event,Spring Appeal 2023
6819,003XX000002rF48W7A,2017-08-21,20.0,one_time,Spring Gala 2023
6820,003XX000002rF48W7A,2017-12-03,20.0,one_time,Spring Gala 2022
6821,003XX000002rF48W7A,2017-12-14,20.0,recurring,Annual Fund 2022
6822,003XX000002rF48W7A,2018-05-02,20.0,event,
6823,003XX00000QMB5q3bZ,2022-12-04,30,one_time,Annual Fund 2023
6824,003XX00000QMB5q3bZ,2023-04-19,35,one_time,Year-End Appeal 2022
6825,003XX00000QMB5q3bZ,2023-04-19,20.0,event,Year-End Appeal 2022
6826,003XX00000Hxhos5jd,2015-08-10,20.0,one_time,Spring Gala 2022
6827,003XX00000Hxhos5jd,2018-10-29,20.0,one_time,Planned Giving Society
6828,003XX000005RIisMwr,2014-12-11,20.0,recurring,
6829,003XX000005RIisMwr,2016-07-08,20.0,one_time,
6830,003XX000005RIisMwr,2018-05-14,20.0,one_time,Year-End Appeal 2021
6831,003XX000005RIisMwr,2020-10-09,20.0,recurring,
6832,003XX000005RIisMwr,2022-10-25,20.0,one_time,
6833,003XX00000njjxYJuJ,2020-11-11,50,one_time,Annual Fund 2021
6834,003XX00000FqUuvKJs,2022-11-19,20.0,recurring,Annual Fund 2022
6835,003XX00000FqUuvKJs,2023-02-11,20.0,one_time,Year-End Appeal 2024
6836,003XX00000FqUuvKJs,2023-04-16,20.0,recurring,Year-End Appeal 2024
6837,003XX00000FqUuvKJs,2023-04-16,20.0,one_time,Spring Gala 2023
6838,003XX00000FqUuvKJs,2023-04-16,20.0,one_time,Spring Gala 2022
6839,003XX00000ejFuG8EZ,2017-10-28,40,recurring,Year-End Appeal 2023
6840,003XX00000s1XAhc2n,2021-12-27,20.0,one_time,
6841,003XX00000s1XAhc2n,2021-12-27,20.0,event,Spring Gala 2022
6842,003XX00000TmD55Tuc,2022-12-11,35,recurring,
6843,003XX0000030amKhDK,2019-07-07,20.0,recurring,Spring Appeal 2023
6844,003XX0000030amKhDK,2019-07-07,20.0,one_time,Major Gift Initiative 2022
6845,003XX0000030amKhDK,2019-07-07,20.0,one_time,
6846,003XX00000TmEOpIHJ,2017-12-25,14000,one_time,
6847,003XX00000TmEOpIHJ,2019-11-03,7000,event,
6848,003XX00000TmEOpIHJ,2019-12-28,8100,recurring,Annual Fund 2022
6849,003XX00000TmEOpIHJ,2020-08-27,8300,one_time,Spring Appeal 2023
6850,003XX00000TmEOpIHJ,2020-10-22,3400,event,Spring Appeal 2024
6851,003XX00000TmEOpIHJ,2021-02-18,2400,recurring,
6852,003XX00000jdD8FRT5,2021-07-13,25,recurring,Annual Fund 2023
6853,003XX00000jdD8FRT5,2021-11-12,20.0,one_time,
6854,003XX00000jdD8FRT5,2022-03-09,20.0,recurring,
6855,003XX00000jdD8FRT5,2022-05-20,20.0,recurring,Annual Fund 2023
6856,003XX00000jdD8FRT5,2022-05-20,20.0,one_time,Year-End Appeal 2024
6857,003XX00000e68jebB2,2010-12-04,30,recurring,
6858,003XX00000e68jebB2,2013-10-24,75,recurring,Planned Giving Society
6859,003XX00000e68jebB2,2019-05-13,100,recurring,Year-End Appeal 2023
6860,003XX000009KphpXao,2013-12-13,25,one_time,Year-End Appeal 2024
6861,003XX000009KphpXao,2014-07-18,20.0,one_time,Spring Gala 2022
6862,003XX000005vwGcHIA,2021-06-20,20.0,one_time,
6863,003XX000005vwGcHIA,2021-10-01,20.0,one_time,
6864,003XX000005vwGcHIA,2021-10-01,20.0,one_time,
6865,003XX000005vwGcHIA,2021-10-01,20.0,one_time,Spring Appeal 2024
6866,003XX000005vwGcHIA,2021-10-01,20.0,one_time,Spring Appeal 2024
6867,003XX000003dda0eKC,2025-06-19,20.0,one_time,Annual Fund 2021
6868,003XX000003dda0eKC,2025-06-19,30,recurring,Spring Gala 2023
6869,003XX000003dda0eKC,2025-06-19,20.0,planned_giving,
6870,003XX000003dda0eKC,2025-06-19,20.0,one_time,
6871,003XX00000A7Fn1eg4,2023-08-09,20.0,one_time,Year-End Appeal 2024
6872,003XX00000A7Fn1eg4,2023-08-09,20.0,one_time,Annual Fund 2023
6873,003XX00000A7Fn1eg4,2023-08-09,20.0,one_time,Spring Appeal 2022
6874,003XX00000A7Fn1eg4,2023-08-09,20.0,one_time,Year-End Appeal 2021
6875,003XX00000760E3AR4,2010-05-18,20.0,planned_giving,
6876,003XX00000760E3AR4,2011-01-31,20.0,one_time,
6877,003XX000008wlKyxEO,2016-11-09,20.0,one_time,
6878,003XX000008wlKyxEO,2017-11-24,20.0,recurring,Year-End Appeal 2024
6879,003XX000008wlKyxEO,2020-10-24,20.0,recurring,
6880,003XX000008wlKyxEO,2020-12-11,20.0,one_time,
6881,003XX000008wlKyxEO,2022-12-15,20.0,one_time,
6882,003XX00000QzpDzJSS,2020-12-14,40,recurring,Spring Gala 2022
6883,003XX00000QzpDzJSS,2020-12-21,35,recurring,
6884,003XX00000QzpDzJSS,2021-10-21,20.0,one_time,Spring Appeal 2024
6885,003XX00000DgPghTER,2015-11-24,20.0,recurring,Annual Fund 2021
6886,003XX00000DgPghTER,2015-11-27,20.0,event,Year-End Appeal 2024
6887,003XX00000DgPghTER,2018-12-25,20.0,recurring,Spring Appeal 2022
6888,003XX00000aPUalMNY,2016-12-10,20.0,one_time,Year-End Appeal 2023
6889,003XX00000aPUalMNY,2019-10-03,20.0,event,Spring Gala 2023
6890,003XX00000aPUalMNY,2019-10-04,20.0,one_time,Year-End Appeal 2022
6891,003XX00000Dpdkin4y,2016-05-15,20.0,one_time,
6892,003XX00000Dpdkin4y,2016-12-25,20.0,event,
6893,003XX00000Dpdkin4y,2017-05-16,20.0,one_time,
6894,003XX00000Dpdkin4y,2017-05-16,20.0,one_time,Spring Gala 2023
6895,003XX00000pexWFkYc,2017-10-27,150,event,
6896,003XX00000AqwjDYq8,2016-02-06,20.0,recurring,Major Gift Initiative 2022
6897,003XX00000AqwjDYq8,2017-10-17,20.0,recurring,Annual Fund 2022
6898,003XX00000AqwjDYq8,2020-09-14,20.0,one_time,Spring Gala 2022
6899,003XX00000AqwjDYq8,2021-06-06,20.0,event,Spring Gala 2023
6900,003XX00000AqwjDYq8,2023-06-19,20.0,one_time,
6901,003XX00000ICEgvCIE,2019-05-16,20.0,recurring,
6902,003XX00000ICEgvCIE,2019-12-17,20.0,recurring,Spring Appeal 2022
6903,003XX00000ICEgvCIE,2020-02-04,20.0,recurring,Annual Fund 2020
6904,003XX00000JYb89SBP,2008-11-09,150,recurring,Planned Giving Society
6905,003XX00000JYb89SBP,2011-09-24,125,one_time,
6906,003XX00000JYb89SBP,2014-12-07,150,one_time,Year-End Appeal 2023
6907,003XX00000JYb89SBP,2016-11-06,350,one_time,Year-End Appeal 2024
6908,003XX00000JYb89SBP,2016-11-08,150,event,Annual Fund 2020
6909,003XX00000lBImhQCY,2021-12-01,45,one_time,Year-End Appeal 2023
6910,003XX00000lBImhQCY,2022-11-24,20.0,recurring,Spring Appeal 2024
6911,003XX00000lBImhQCY,2023-02-07,35,one_time,
6912,003XX00000lBImhQCY,2023-02-07,25,one_time,Annual Fund 2023
6913,003XX00000lBImhQCY,2023-02-07,30,recurring,
6914,003XX00000HOZY6jjW,2014-06-20,20.0,one_time,Planned Giving Society
6915,003XX00000HOZY6jjW,2015-03-22,20.0,one_time,Year-End Appeal 2022
6916,003XX00000HOZY6jjW,2016-11-06,20.0,one_time,Spring Appeal 2023
6917,003XX00000HOZY6jjW,2019-08-09,20.0,recurring,Annual Fund 2020
6918,003XX00000HOZY6jjW,2019-10-27,20.0,one_time,Planned Giving Society
6919,003XX00000NWHb2sdy,2020-09-13,5000,one_time,Annual Fund 2020
6920,003XX00000NWHb2sdy,2020-09-13,15000,one_time,Major Gift Initiative 2022
6921,003XX00000NWHb2sdy,2020-09-13,6000,planned_giving,Major Gift Initiative 2022
6922,003XX00000NWHb2sdy,2020-10-03,1500,one_time,Year-End Appeal 2022
6923,003XX00000NWHb2sdy,2020-10-26,2800,one_time,Year-End Appeal 2022
6924,003XX00000NWHb2sdy,2020-12-16,1700,one_time,Spring Appeal 2024
6925,003XX00000NWHb2sdy,2021-09-06,2000,event,Spring Appeal 2022
6926,003XX00000NWHb2sdy,2021-10-13,1100,event,Year-End Appeal 2023
6927,003XX00000NWHb2sdy,2021-12-08,5000,one_time,Year-End Appeal 2022
6928,003XX00000NWHb2sdy,2021-12-18,1500,one_time,Spring Appeal 2024
6929,003XX00000NWHb2sdy,2022-02-14,4300,one_time,Spring Gala 2023
6930,003XX00000NWHb2sdy,2022-06-29,4500,one_time,Major Gift Initiative 2022
6931,003XX00000NWHb2sdy,2022-06-29,3600,one_time,Year-End Appeal 2024
6932,003XX00000NWHb2sdy,2022-06-29,1700,one_time,Annual Fund 2022
6933,003XX00000NWHb2sdy,2022-06-29,1600,one_time,Year-End Appeal 2021
6934,003XX00000NWHb2sdy,2022-06-29,3500,one_time,Annual Fund 2020
6935,003XX00000NWHb2sdy,2022-06-29,3400,recurring,Annual Fund 2023
6936,003XX00000UcyMjAer,2025-03-10,20.0,one_time,Year-End Appeal 2023
6937,003XX00000UcyMjAer,2025-08-13,20.0,recurring,
6938,003XX00000UcyMjAer,2025-10-20,20.0,event,
6939,003XX00000UcyMjAer,2026-02-18,20.0,one_time,Annual Fund 2022
6940,003XX00000rxGdcn4F,2022-05-22,20.0,one_time,Annual Fund 2022
6941,003XX00000rxGdcn4F,2022-05-22,20.0,event,Planned Giving Society
6942,003XX00000rxGdcn4F,2022-05-22,20.0,one_time,Spring Gala 2023
6943,003XX00000P42E0P5Z,2010-10-23,30,one_time,Spring Appeal 2022
6944,003XX00000P42E0P5Z,2015-08-13,35,recurring,
6945,003XX00000P42E0P5Z,2018-06-16,20.0,recurring,Year-End Appeal 2024
6946,003XX00000P42E0P5Z,2018-12-12,20.0,recurring,
6947,003XX00000O0HOggL8,2018-10-13,20.0,event,
6948,003XX00000O0HOggL8,2021-03-22,35,recurring,
6949,003XX000006OAAxYq2,2017-10-18,20.0,planned_giving,Year-End Appeal 2022
6950,003XX000006OAAxYq2,2019-05-11,20.0,one_time,Spring Appeal 2024
6951,003XX00000p4Vh3eMt,2026-02-16,50,one_time,Major Gift Initiative 2022
6952,003XX00000p4Vh3eMt,2026-02-16,30,recurring,Annual Fund 2021
6953,003XX00000p4Vh3eMt,2026-02-16,20.0,recurring,
6954,003XX00000hb1WhCWk,2020-06-26,20.0,one_time,Annual Fund 2020
6955,003XX00000hb1WhCWk,2020-10-11,20.0,one_time,Spring Gala 2023
6956,003XX00000hb1WhCWk,2021-09-28,20.0,recurring,Planned Giving Society
6957,003XX00000hb1WhCWk,2021-11-12,20.0,planned_giving,Spring Gala 2022
6958,003XX00000hb1WhCWk,2023-06-05,20.0,event,Annual Fund 2021
6959,003XX00000L7QObp0x,2017-11-11,20.0,recurring,Year-End Appeal 2021
6960,003XX00000L7QObp0x,2018-11-28,20.0,one_time,Spring Appeal 2024
6961,003XX00000L7QObp0x,2020-12-11,20.0,recurring,Annual Fund 2023
6962,003XX00000RvV3gIyk,2018-10-15,100,one_time,Spring Appeal 2022
6963,003XX00000NrD7KO4t,2025-01-18,400,one_time,Year-End Appeal 2023
6964,003XX00000NrD7KO4t,2025-01-27,200,event,Planned Giving Society
6965,003XX00000NrD7KO4t,2025-04-07,100,recurring,
6966,003XX00000NrD7KO4t,2025-04-07,100,one_time,Major Gift Initiative 2022
6967,003XX00000NrD7KO4t,2025-04-07,400,planned_giving,
6968,003XX00000NrD7KO4t,2025-04-07,500,recurring,Year-End Appeal 2021
6969,003XX00000NrD7KO4t,2025-04-07,550,event,Planned Giving Society
6970,003XX00000NrD7KO4t,2025-04-07,175,one_time,
6971,003XX00000NrD7KO4t,2025-04-07,300,recurring,
6972,003XX00000NrD7KO4t,2025-04-07,175,one_time,Annual Fund 2020
6973,003XX00000NrD7KO4t,2025-04-07,150,one_time,Major Gift Initiative 2022
6974,003XX00000DVsvjaiZ,2018-06-30,100,recurring,Year-End Appeal 2022
6975,003XX00000DVsvjaiZ,2018-06-30,450,recurring,Spring Appeal 2024
6976,003XX00000DVsvjaiZ,2018-07-18,400,one_time,Annual Fund 2020
6977,003XX00000DVsvjaiZ,2018-09-12,200,event,Annual Fund 2023
6978,003XX00000DVsvjaiZ,2018-10-11,75,one_time,Spring Appeal 2024
6979,003XX00000DVsvjaiZ,2018-11-02,150,recurring,Spring Appeal 2024
6980,003XX00000DVsvjaiZ,2018-11-25,225,recurring,
6981,003XX00000DVsvjaiZ,2018-12-18,200,one_time,Year-End Appeal 2024
6982,003XX00000DVsvjaiZ,2019-04-05,225,one_time,
6983,003XX00000DVsvjaiZ,2019-06-11,50,one_time,Year-End Appeal 2022
6984,003XX00000DVsvjaiZ,2019-08-03,125,recurring,Annual Fund 2022
6985,003XX00000DVsvjaiZ,2019-08-19,225,one_time,Spring Gala 2022
6986,003XX00000DVsvjaiZ,2019-09-17,250,one_time,Planned Giving Society
6987,003XX00000DVsvjaiZ,2019-10-06,75,one_time,Year-End Appeal 2023
6988,003XX00000DVsvjaiZ,2019-11-25,150,planned_giving,
6989,003XX00000DVsvjaiZ,2020-11-04,550,one_time,
6990,003XX00000DVsvjaiZ,2020-11-07,300,one_time,Major Gift Initiative 2022
6991,003XX00000DVsvjaiZ,2020-12-01,300,event,Spring Gala 2022
6992,003XX00000DVsvjaiZ,2020-12-19,225,one_time,Planned Giving Society
6993,003XX00000DVsvjaiZ,2021-06-22,75,one_time,Major Gift Initiative 2022
6994,003XX00000DVsvjaiZ,2021-10-10,125,recurring,
6995,003XX00000DVsvjaiZ,2021-10-17,225,one_time,Spring Appeal 2023
6996,003XX00000DVsvjaiZ,2021-10-23,100,event,
6997,003XX00000DVsvjaiZ,2021-11-01,150,recurring,
6998,003XX00000DVsvjaiZ,2021-11-05,75,one_time,Year-End Appeal 2024
6999,003XX00000DVsvjaiZ,2022-08-22,225,recurring,Annual Fund 2022
7000,003XX00000wWdxFtF2,2022-06-08,20.0,recurring,Year-End Appeal 2023
7001,003XX00000wWdxFtF2,2022-10-03,20.0,recurring,Spring Appeal 2023
7002,003XX00000vcBS5k0B,2022-11-01,225,one_time,Annual Fund 2020
7003,003XX00000qJwvM9Pw,2017-05-13,20.0,one_time,
7004,003XX00000qJwvM9Pw,2018-11-14,20.0,one_time,
7005,003XX00000gqqreFQO,2019-12-21,35,one_time,
7006,003XX00000gqqreFQO,2022-10-13,45,one_time,
7007,003XX00000gqqreFQO,2022-12-11,20.0,one_time,
7008,003XX000009cdinexE,2025-08-13,20.0,recurring,
7009,003XX000009cdinexE,2025-10-12,20.0,recurring,Spring Gala 2023
7010,003XX000009cdinexE,2025-10-12,20.0,event,
7011,003XX000009cdinexE,2025-10-12,20.0,recurring,Year-End Appeal 2022
7012,003XX00000CFqcnIHS,2021-10-06,20.0,recurring,Year-End Appeal 2023
7013,003XX00000CFqcnIHS,2022-10-14,20.0,recurring,Annual Fund 2020
7014,003XX00000CFqcnIHS,2023-06-13,20.0,one_time,Year-End Appeal 2023
7015,003XX00000CFqcnIHS,2023-07-21,20.0,one_time,
7016,003XX00000CFqcnIHS,2023-11-11,20.0,one_time,
7017,003XX00000TmBZPVpg,2018-11-28,20.0,recurring,
7018,003XX00000TmBZPVpg,2020-12-08,30,recurring,Annual Fund 2021
7019,003XX00000mdFXu3ny,2008-12-15,20.0,recurring,
7020,003XX00000mdFXu3ny,2010-01-11,20.0,one_time,Spring Appeal 2023
7021,003XX00000mdFXu3ny,2018-11-05,25,one_time,
7022,003XX00000mdFXu3ny,2021-11-25,20.0,one_time,Year-End Appeal 2021
7023,003XX00000mdFXu3ny,2021-11-27,25,one_time,Major Gift Initiative 2022
7024,003XX00000md0v990C,2019-12-03,20.0,one_time,Spring Appeal 2023
7025,003XX00000md0v990C,2020-11-23,20.0,one_time,Year-End Appeal 2021
7026,003XX00000md0v990C,2022-10-18,20.0,one_time,Major Gift Initiative 2022
7027,003XX00000md0v990C,2023-05-27,20.0,one_time,Year-End Appeal 2023
7028,003XX00000Jrb3SXgq,2022-11-06,20.0,one_time,Annual Fund 2021
7029,003XX00000Jrb3SXgq,2023-10-15,20.0,one_time,Spring Appeal 2024
7030,003XX00000Jrb3SXgq,2023-11-16,20.0,recurring,Annual Fund 2020
7031,003XX00000Jrb3SXgq,2023-11-28,20.0,recurring,Year-End Appeal 2023
7032,003XX000001SitaZAp,2020-12-06,20.0,recurring,
7033,003XX000001SitaZAp,2021-10-27,20.0,event,Spring Gala 2022
7034,003XX000001SitaZAp,2022-06-13,20.0,one_time,Year-End Appeal 2023
7035,003XX00000mhnc9cly,2011-03-10,30,one_time,
7036,003XX00000mhnc9cly,2011-11-11,20.0,one_time,Planned Giving Society
7037,003XX00000mhnc9cly,2013-03-10,25,recurring,Spring Gala 2023
7038,003XX00000mhnc9cly,2013-03-23,35,one_time,Year-End Appeal 2023
7039,003XX00000mhnc9cly,2013-10-01,25,recurring,Spring Appeal 2022
7040,003XX000001DTK9MIe,2025-04-15,20.0,recurring,Annual Fund 2023
7041,003XX000001DTK9MIe,2025-10-10,20.0,one_time,Spring Appeal 2022
7042,003XX000001DTK9MIe,2025-10-26,20.0,one_time,Year-End Appeal 2024
7043,003XX000001DTK9MIe,2025-10-26,20.0,one_time,Spring Gala 2023
7044,003XX000001DTK9MIe,2025-10-26,20.0,one_time,
7045,003XX00000PLvaZIq8,2011-11-23,30,one_time,Spring Gala 2023
7046,003XX00000PLvaZIq8,2012-06-25,20.0,event,Spring Appeal 2022
7047,003XX00000PLvaZIq8,2013-06-01,20.0,event,
7048,003XX00000PLvaZIq8,2013-06-01,25,one_time,Annual Fund 2021
7049,003XX00000teGLkhQs,2016-11-08,35,recurring,Year-End Appeal 2021
7050,003XX00000teGLkhQs,2017-03-25,75,one_time,Planned Giving Society
7051,003XX0000069Kl0GAC,2023-11-09,35,recurring,Year-End Appeal 2022
7052,003XX00000AIBkRGkA,2021-08-31,25,one_time,
7053,003XX00000AIBkRGkA,2021-09-17,30,one_time,Spring Appeal 2024
7054,003XX00000AIBkRGkA,2022-11-10,20.0,recurring,
7055,003XX00000nACoOxlj,2019-08-26,20.0,event,
7056,003XX00000nACoOxlj,2019-10-10,20.0,one_time,Spring Appeal 2024
7057,003XX00000nACoOxlj,2021-12-02,20.0,recurring,
7058,003XX00000xutPHrB8,2018-09-13,20.0,one_time,Spring Appeal 2023
7059,003XX00000xutPHrB8,2019-11-19,20.0,one_time,Annual Fund 2021
7060,003XX00000xutPHrB8,2021-11-20,20.0,one_time,
7061,003XX00000xutPHrB8,2022-11-24,20.0,event,Year-End Appeal 2024
7062,003XX00000xutPHrB8,2024-01-31,20.0,one_time,Spring Gala 2023
7063,003XX00000M0y82Z70,2023-06-29,20.0,one_time,
7064,003XX00000M0y82Z70,2023-11-17,20.0,planned_giving,Year-End Appeal 2021
7065,003XX00000M0y82Z70,2024-10-04,20.0,one_time,Annual Fund 2020
7066,003XX00000M0y82Z70,2024-10-28,20.0,one_time,Annual Fund 2022
7067,003XX00000CdSEgO1H,2016-11-05,35,one_time,Spring Appeal 2023
7068,003XX00000CdSEgO1H,2017-03-24,40,one_time,
7069,003XX00000CdSEgO1H,2017-08-25,100,recurring,
7070,003XX00000CdSEgO1H,2017-12-28,75,one_time,Spring Appeal 2022
7071,003XX00000CdSEgO1H,2019-09-21,175,recurring,
7072,003XX00000SIwq60mX,2022-03-18,30,recurring,Spring Appeal 2022
7073,003XX00000SIwq60mX,2022-08-25,75,one_time,
7074,003XX000007YJZ0WSq,2025-12-12,20.0,recurring,
7075,003XX000007YJZ0WSq,2026-01-31,20.0,one_time,Year-End Appeal 2024
7076,003XX000007YJZ0WSq,2026-01-31,20.0,one_time,
7077,003XX000007YJZ0WSq,2026-01-31,20.0,one_time,
7078,003XX000007ieUB42g,2022-12-11,20.0,one_time,
7079,003XX000007ieUB42g,2022-12-28,20.0,one_time,Annual Fund 2021
7080,003XX000007ieUB42g,2023-03-03,20.0,event,
7081,003XX00000T0SQW3PI,2017-09-11,20.0,recurring,
7082,003XX00000T0SQW3PI,2020-10-27,20.0,one_time,Annual Fund 2022
7083,003XX00000xa2YV7FU,2019-11-10,20.0,one_time,Annual Fund 2023
7084,003XX00000xa2YV7FU,2019-12-28,20.0,one_time,Year-End Appeal 2023
7085,003XX00000xa2YV7FU,2020-01-13,20.0,recurring,Annual Fund 2022
7086,003XX00000DwIT3nl6,2024-10-25,35,one_time,Spring Gala 2023
7087,003XX00000DwIT3nl6,2025-06-22,20.0,recurring,Spring Appeal 2023
7088,003XX00000OQ7tN7gH,2020-09-01,20.0,one_time,Year-End Appeal 2021
7089,003XX00000OQ7tN7gH,2020-10-15,20.0,one_time,
7090,003XX00000OQ7tN7gH,2023-01-26,20.0,one_time,Year-End Appeal 2024
7091,003XX00000OQ7tN7gH,2023-10-28,20.0,one_time,Year-End Appeal 2023
7092,003XX00000F1RFW9jm,2025-05-06,20.0,event,Annual Fund 2023
7093,003XX00000F1RFW9jm,2025-05-06,20.0,recurring,Spring Gala 2023
7094,003XX000006bqcz1Jg,2024-08-01,20.0,recurring,Annual Fund 2020
7095,003XX000006bqcz1Jg,2025-06-02,20.0,one_time,
7096,003XX000006bqcz1Jg,2025-06-02,20.0,one_time,Spring Gala 2022
7097,003XX00000pv0OuHSc,2023-11-17,50,one_time,Spring Gala 2022
7098,003XX00000ctmflSV4,2003-10-01,25,recurring,
7099,003XX00000ctmflSV4,2004-06-02,20.0,recurring,Major Gift Initiative 2022
7100,003XX00000ctmflSV4,2004-12-26,20.0,one_time,Year-End Appeal 2021
7101,003XX00000sFT8sIau,2019-11-01,20.0,one_time,
7102,003XX00000sFT8sIau,2019-11-28,20.0,planned_giving,
7103,003XX00000sFT8sIau,2020-12-05,20.0,recurring,Annual Fund 2022
7104,003XX00000sFT8sIau,2021-06-29,20.0,recurring,
7105,003XX00000sFT8sIau,2021-06-29,20.0,planned_giving,
7106,003XX000001zIJGpRX,2003-12-02,20.0,one_time,
7107,003XX000001zIJGpRX,2004-10-06,20.0,recurring,Year-End Appeal 2023
7108,003XX000001zIJGpRX,2007-10-31,20.0,one_time,Annual Fund 2021
7109,003XX000001zIJGpRX,2007-10-31,20.0,one_time,
7110,003XX00000qhX8DQfZ,2024-10-24,20.0,event,Spring Appeal 2024
7111,003XX00000qhX8DQfZ,2024-11-08,20.0,one_time,Annual Fund 2021
7112,003XX00000qhX8DQfZ,2024-11-29,20.0,one_time,Planned Giving Society
7113,003XX00000qhX8DQfZ,2024-11-29,20.0,one_time,
7114,003XX00000CnNIzlwD,2025-05-08,20.0,one_time,Spring Gala 2023
7115,003XX00000CnNIzlwD,2025-07-14,20.0,planned_giving,Annual Fund 2020
7116,003XX00000CnNIzlwD,2026-02-01,20.0,one_time,Annual Fund 2022
7117,003XX00000OID4YX9t,2014-09-06,20.0,planned_giving,Year-End Appeal 2021
7118,003XX00000OID4YX9t,2015-06-20,20.0,one_time,
7119,003XX00000OID4YX9t,2017-10-26,20.0,recurring,
7120,003XX00000OID4YX9t,2017-12-20,20.0,recurring,Annual Fund 2023
7121,003XX00000OID4YX9t,2018-11-28,20.0,one_time,
7122,003XX00000e7fv7bmV,2022-01-11,20.0,event,
7123,003XX00000e7fv7bmV,2022-06-16,20.0,recurring,Spring Appeal 2024
7124,003XX00000IviaCUW3,2019-11-24,2900,one_time,Year-End Appeal 2023
7125,003XX00000IviaCUW3,2019-11-24,2100,one_time,Annual Fund 2022
7126,003XX00000IviaCUW3,2019-12-12,1300,one_time,Year-End Appeal 2023
7127,003XX00000IviaCUW3,2021-01-05,2000,one_time,
7128,003XX00000IviaCUW3,2021-01-05,1300,recurring,Spring Gala 2022
7129,003XX00000NGnxfWVE,2019-11-22,20.0,recurring,
7130,003XX00000NGnxfWVE,2023-03-22,35,recurring,
7131,003XX00000NGnxfWVE,2023-03-22,20.0,recurring,Spring Gala 2023
7132,003XX00000MOjb0iGb,2015-10-18,20.0,event,Annual Fund 2023
7133,003XX00000MOjb0iGb,2016-12-24,20.0,one_time,Spring Appeal 2023
7134,003XX00000MOjb0iGb,2017-10-07,20.0,recurring,Spring Appeal 2022
7135,003XX00000mbKsosWF,2021-02-03,20.0,one_time,Spring Appeal 2023
7136,003XX00000mbKsosWF,2021-12-01,35,one_time,Spring Gala 2023
7137,003XX00000vKlWNrU2,2024-09-12,50,one_time,
7138,003XX00000nA30IgnX,2024-12-06,30,one_time,
7139,003XX00000nA30IgnX,2024-12-06,30,one_time,Annual Fund 2022
7140,003XX00000nA30IgnX,2024-12-06,25,one_time,Annual Fund 2020
7141,003XX00000nA30IgnX,2025-06-09,75,planned_giving,Major Gift Initiative 2022
7142,003XX00000ZSxuehI0,2022-12-25,175,one_time,Spring Gala 2022
7143,003XX00000ZSxuehI0,2023-11-07,100,recurring,Annual Fund 2021
7144,003XX00000ZSxuehI0,2023-11-17,125,one_time,Spring Gala 2023
7145,003XX00000qBxr34hW,2019-06-30,20.0,one_time,
7146,003XX00000qBxr34hW,2020-10-08,20.0,event,
7147,003XX00000qBxr34hW,2021-04-14,20.0,one_time,Year-End Appeal 2024
7148,003XX00000xqogPF4r,2020-01-27,50,planned_giving,Annual Fund 2020
7149,003XX00000xqogPF4r,2020-11-15,20.0,one_time,
7150,003XX00000PkHOCHfD,2021-12-20,300,recurring,Year-End Appeal 2024
